costs
0,57580
1,58300
2,57760
3,57400
4,57400
5,57400
6,57409
7,57220
8,57670
9,57346
10,57130
11,57346
12,57319
13,57643
14,57445
15,57058
16,57436
17,57166
18,57562
19,57922
20,57247
21,57427
22,57400
23,56986
24,57031
25,57508
26,57643
27,56968
28,57616
29,57292
30,57076
31,57508
32,57598
33,57580
34,57913
35,57670
36,56968
37,57544
38,57706
39,57868
40,57130
41,57022
42,57058
43,57220
44,57148
45,56950
46,57724
47,56878
48,58039
49,57292
50,57436
51,56986
52,57220
53,57616
54,57220
55,57868
56,56932
57,58210
58,57220
59,57400
60,57616
61,57184
62,57058
63,58102
64,57634
65,57544
66,57688
67,57868
68,57472
69,57499
70,57922
71,57787
72,57562
73,57364
74,57634
75,57634
76,57760
77,57742
78,57832
79,58066
80,57445
81,57337
82,57166
83,57580
84,56932
85,57778
86,57346
87,57742
88,57994
89,57652
90,57544
91,57598
92,57472
93,56968
94,57202
95,56923
96,57238
97,57094
98,57211
99,56986
