costs
60838
60343
60343
60316
60820
59542
59983
59605
60091
59542
60514
60802
60244
60361
60307
60271
61090
59677
60181
61585
59947
60397
59920
60136
59758
60037
61270
60910
61270
60352
59929
60469
59776
60676
61540
60343
60019
60694
61333
60901
59947
60613
60784
61261
60028
59857
59434
60631
60559
60910
60172
60316
60757
61324
60586
61648
60226
60316
61711
60208
60721
60388
60649
61207
59425
60946
59605
61342
59839
61099
59047
60028
60541
60982
60919
60847
60352
60442
61513
60802
60775
59839
60298
61135
60739
60964
60073
60910
60424
59974
60010
59353
60280
61207
60523
61315
59929
60757
60415
60595
