iteration,costs
0,63772
1,63772
2,63772
3,63772
4,63772
5,63772
6,63772
7,63772
8,63574
9,63574
10,63574
11,63574
12,63574
13,63574
14,63574
15,63574
16,63574
17,63574
18,63574
19,63574
20,63574
21,63574
22,63574
23,63574
24,63574
25,63574
26,63574
27,63574
28,63574
29,63574
30,63574
31,63574
32,63574
33,63178
34,63178
35,63178
36,63178
37,63178
38,63178
39,63178
40,63178
41,63178
42,63178
43,63178
44,63178
45,63178
46,63178
47,63178
48,63178
49,63178
50,63178
51,63178
52,63178
53,63178
54,63178
55,63178
56,63178
57,62548
58,62548
59,62548
60,62548
61,62548
62,62548
63,62548
64,62548
65,62548
66,62548
67,62548
68,62548
69,62548
70,62548
71,62548
72,62548
73,62548
74,62548
75,62548
76,62548
77,62548
78,62170
79,62170
80,62170
81,62170
82,62170
83,62170
84,62170
85,62170
86,62170
87,62170
88,62170
89,62152
90,62152
91,62152
92,62152
93,62152
94,62152
95,62152
96,62152
97,62152
98,62152
99,62152
100,62152
101,62152
102,62152
103,62152
104,62152
105,62152
106,62152
107,62152
108,62152
109,62152
110,62044
111,62044
112,62044
113,62044
114,62044
115,61900
116,61900
117,61900
118,61900
119,61900
120,61900
121,61900
122,61900
123,61900
124,61900
125,61900
126,61900
127,61900
128,61900
129,61900
130,61900
131,61900
132,61900
133,61900
134,61900
135,61900
136,61900
137,61900
138,61900
139,61900
140,61900
141,61900
142,61900
143,61900
144,61900
145,61900
146,61900
147,61900
148,61900
149,61900
150,61090
151,61090
152,61090
153,61090
154,61090
155,61090
156,61090
157,61090
158,61090
159,61090
160,61090
161,61090
162,61090
163,61090
164,61090
165,61090
166,61090
167,61090
168,61090
169,61090
170,61090
171,61090
172,61090
173,61090
174,61090
175,61090
176,61090
177,61090
178,61090
179,61090
180,61090
181,61090
182,61090
183,61090
184,61090
185,61090
186,61090
187,61090
188,61090
189,61090
190,61090
191,61090
192,61090
193,61090
194,61090
195,61090
196,61090
197,61090
198,61090
199,61090
200,61090
201,61090
202,61090
203,61090
204,61090
205,61090
206,61090
207,61090
208,61090
209,61090
210,61090
211,61090
212,61090
213,61090
214,61090
215,61090
216,61090
217,61090
218,61090
219,61090
220,61090
221,61090
222,61090
223,61090
224,61090
225,61090
226,61090
227,60784
228,60784
229,60784
230,60784
231,60784
232,60784
233,60784
234,60784
235,60784
236,60784
237,60784
238,60784
239,60784
240,60784
241,60784
242,60784
243,60784
244,60784
245,60784
246,60784
247,60784
248,60784
249,60784
250,60784
251,60784
252,60784
253,60784
254,60784
255,60784
256,60784
257,60784
258,60784
259,60784
260,60784
261,60784
262,60784
263,60784
264,60784
265,60784
266,60784
267,60784
268,60784
269,60784
270,60784
271,60784
272,60784
273,60784
274,60784
275,60784
276,60784
277,60784
278,60784
279,60784
280,60784
281,60784
282,60784
283,60784
284,60784
285,60784
286,60784
287,60784
288,60784
289,60784
290,60784
291,60784
292,60784
293,60784
294,60784
295,60784
296,60784
297,60784
298,60784
299,60784
300,60784
301,60784
302,60784
303,60784
304,60784
305,60784
306,60784
307,60784
308,60784
309,60784
310,60784
311,60784
312,60784
313,60784
314,60784
315,60784
316,60784
317,60784
318,60784
319,60784
320,60784
321,60784
322,60784
323,60784
324,60784
325,60784
326,60784
327,60784
328,60784
329,60784
330,60766
331,60766
332,60766
333,60766
334,60766
335,60766
336,60766
337,60766
338,60766
339,60766
340,60766
341,60766
342,60766
343,60568
344,60568
345,60568
346,60568
347,60568
348,60568
349,60568
350,60568
351,60568
352,60568
353,60568
354,60568
355,60568
356,60568
357,60568
358,60568
359,60568
360,60568
361,60568
362,60568
363,60568
364,60568
365,60568
366,60568
367,60568
368,60568
369,60568
370,60568
371,60568
372,60568
373,60568
374,60568
375,60568
376,60568
377,60568
378,60568
379,60568
380,60568
381,60568
382,60568
383,60568
384,60568
385,60568
386,60568
387,60568
388,60568
389,60568
390,60568
391,60568
392,60568
393,60568
394,60568
395,60568
396,60568
397,60568
398,60568
399,60568
400,60568
401,60568
