costs
60955
62512
62053
61621
60460
59911
60775
61990
61486
59596
60946
61090
60118
61324
62224
61279
62332
60478
61378
61261
60667
60577
60397
61675
60946
61891
60739
60820
60181
62611
60883
60532
60064
60181
60073
60937
61063
60991
62341
61522
61045
60478
60667
60946
62395
60460
60685
60955
60892
62863
61675
62341
60523
61504
61549
60658
61081
61819
60892
61936
61126
60514
62161
61216
61171
59650
61693
61216
61972
61783
62557
60838
61063
61009
61288
61657
60829
59848
61675
61846
60739
62530
61756
61198
61414
60712
61261
60937
61315
60307
60442
60658
61558
61477
61000
61144
60442
62233
61711
61666
