costs
61054
60685
61333
61036
60334
61225
59866
61486
60478
60874
61684
61018
61144
60595
60316
59380
60523
59029
60694
59011
60424
60874
61144
60262
60028
60019
60649
59929
60370
60253
60496
61000
60181
59560
60244
60433
60811
59641
61036
62251
61378
60730
61054
61765
60676
60595
60577
59623
61099
59848
59965
60559
61684
61045
60730
61540
60676
60649
60208
60622
60901
59857
60118
60100
60262
60829
60838
60478
60541
60199
60316
60784
60685
61009
61090
61441
62521
59713
60352
61486
60928
60109
60865
60235
61252
60550
60838
59992
60622
61009
60280
59542
60073
60991
61657
59857
60577
61009
62305
60271
