costs
63358
63007
63295
63313
63925
62710
63520
63628
62908
64078
62953
62404
63322
63664
63754
62539
63880
63925
62944
62980
62926
62935
63124
63088
62989
63205
63610
64123
64015
62764
63259
64051
63178
63421
63070
62980
62953
63268
62467
63070
64096
62602
63124
64123
62062
63655
63484
63790
62467
63628
63205
63034
64051
63448
62161
63493
62989
63709
63403
62566
63844
63367
62359
63682
62890
63277
63349
62962
63601
63880
63088
62440
62926
64141
62629
63493
62836
63061
63745
62980
63520
63331
62458
63601
63106
62332
63304
63637
63133
62845
63619
62971
62647
62800
62845
62980
63223
63583
63196
62656
